Cust_Chn_Nm	UNT_NAM	Trx_Amt
北京玉峰恒达物流有限公司	申通快递有限公司	120000.00
郑州中原铁道工程有限责任公司电务分公司	河南世纪联华超市有限公司	-37585.00
深圳市新纶科技股份有限公司	深圳市新纶科技股份有限公司	-0.98
浙江中通文博服务有限公司海南分公司	浙江中通文博服务有限公司	500000.00
北京博宏兴达物流有限公司	申通快递有限公司	33000.00
山西钜锦捷物流有限公司	申通快递有限公司	-100000.00
山东省建设监理咨询有限公司	山东省建设监理咨询有限公司	-3587060.00
大连奥北科技发展有限公司	东北特殊钢集团股份有限公司	-1130000.00
锦州市汇钜人力资源有限公司	闽侯县博飞信息科技有限公司	-83793.00
北京轩达福通商贸有限公司	申通快递有限公司	10000.00
上海外服（青岛）人力资源服务有限公司	广东南油对外服务有限公司	124923.95
上海永岳人力资源有限公司	昌硕科技（上海）有限公司	1688761.20
淮安万敏服务外包有限公司	闽侯县博飞信息科技有限公司	-60021.76
江苏小旗欧飞科技有限公司	江苏小旗欧飞科技有限公司	-8900000.00
海宁蓝酷服务外包有限公司	闽侯县博飞信息科技有限公司	-20249.19
陕西瓦特环保科技有限公司	陕西建工第三建设集团有限公司	7285.00
浙江微能科技有限公司	江苏小旗欧飞科技有限公司	-80000.00
江西薪锦人力资源服务有限公司	闽侯县博飞信息科技有限公司	-27.00
上海婴启电子商务有限公司	申通快递有限公司	-39731.90
北京京穗蓝盾信息安全技术有限公司	蓝盾信息安全技术有限公司	-20000.00
上海工享企业管理（集团）有限公司	闽侯县博飞信息科技有限公司	-4612.14
阿里云计算有限公司	郑州时空隧道信息技术有限公司	70000.00
浙江宝龙投资有限公司	宝龙电子集团有限公司	-1000.00
光大保德信基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	4992.51
诺心食品（上海）有限公司	江苏小旗欧飞科技有限公司	16000.00
重庆即付科技有限公司	酒圣科技股份有限公司	9148.50
北京三河泃阳物流有限公司	申通快递有限公司	-23500.00
烟台市鸿运达物流配送有限公司	申通快递有限公司	150000.00
上海外服安徽人力资源服务有限公司	广东南油对外服务有限公司	-299387.43
济宁市济申通快递有限公司	申通快递有限公司	-121195.00
福建智信科技有限公司	杭州手拉手电子商务有限公司	100000.00
深圳名匠优品时尚信息有限公司	浙江朵宝网络科技有限公司	22079.15
深圳市梦网科技发展有限公司	郑州时空隧道信息技术有限公司	168000.00
长沙建锋货运代理有限公司	申通快递有限公司	16000.00
浙江中智经济技术服务有限公司	浙江中通文博服务有限公司	-54809.96
世纪金花股份有限公司	世纪金花股份有限公司	-1400000.00
广州市煦鑫信息科技有限公司	深圳硕软技术有限公司	-5580.00
北京雅君货运有限公司	申通快递有限公司	150000.00
长江存储科技有限责任公司	长江存储科技有限责任公司	-83540000.00
河南世纪联华超市有限公司	河南世纪联华超市有限公司	350000.00
青岛日禾化工有限公司	群星进出口有限公司	2292000.00
杭州菜鸟供应链管理有限公司	申通快递有限公司	-1880303.56
南京瑞腾电子商务有限公司	申通快递有限公司	-20000.00
上海携程宏睿国际旅行社有限公司	西安软通动力技术服务有限公司	26652.00
陕西延天品牌设计策划有限公司	陕西建工基础工程集团有限公司	20000.00
北京嘉信浩远信息技术有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-350000.00
赣州市双龙快递服务有限公司	申通快递有限公司	80000.00
合肥建工集团有限公司	合肥建工集团有限公司	2000000.00
东莞市瑞邦企业服务有限公司	广东南油对外服务有限公司	-10205.49
泓德基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-3599663.38
上海科旭网络科技股份有限公司	闽侯县博飞信息科技有限公司	-187495.00
湖北精英盛华信息科技股份有限公司	湖北精英盛华信息科技股份有限公司	116580.00
唐江控股集团股份有限公司	重庆比格唐贸易股份有限公司	100000.00
国药控股聊城有限公司	深圳市天道医药有限公司	-58262.40
陕西垒金建筑工程有限公司	陕西建工第三建设集团有限公司	100000.00
华润建筑有限公司青岛分公司	深圳长城家俱装饰工程有限公司	-988799.08
武汉爱机汽车配件有限公司	武汉爱机汽车配件有限公司	5000000.00
湖北兴发国际贸易有限公司	群星进出口有限公司	3760000.00
微知（上海）服务外包科技有限公司	浙江中通文博服务有限公司	58421.56
广东南油对外服务有限公司	广东南油对外服务有限公司	1000000.00
陕西卓越华悦置业有限公司	陕西建工基础工程集团有限公司	-3199392.00
北京酷能量科技有限公司	杭州联络互动信息科技股份有限公司	-50000.00
科通数字技术（深圳）有限公司	长江存储科技有限责任公司	29083.94
深圳蜂迅通信有限公司	深圳硕软技术有限公司	100000.00
深圳市闪云信息技术有限公司	深圳硕软技术有限公司	2100000.00
博川环境修复（北京）有限公司	博天环境集团股份有限公司	-1720000.00
北京通飙物流科技有限公司	申通快递有限公司	10000.00
宁波乐诚科技服务有限公司	浙江中通文博服务有限公司	180956.46
北京焦点互动信息服务有限公司广州分公司	广东南油对外服务有限公司	-294864.72
滴滴出行科技有限公司	广州弘明物流有限公司	4000.00
杭州车尊客汽车服务有限公司	深圳市赢时通汽车服务有限公司	-100000.00
上海涵巷餐饮管理有限公司	昌硕科技（上海）有限公司	17.07
重庆颐福食品有限公司	重庆市中颐养老产业有限责任公司	3000.00
上海申雪供应链管理有限公司	申通快递有限公司	4767646.67
深圳硕软技术有限公司	江苏小旗欧飞科技有限公司	800000.00
成都效佳科技有限公司	武汉远城科技发展有限公司	500.00
深圳天艺网络信息有限公司	闽侯县博飞信息科技有限公司	-378892.75
北京通力互联技术服务有限公司	闽侯县博飞信息科技有限公司	-97520.00
大连恩埃斯楷轴承有限公司	大连西太平洋石油化工有限公司	219321.60
北京利通汽车咨询服务有限公司	北京利通汽车咨询服务有限公司	-1000000.00
达明科技有限公司	达明科技有限公司	-148566.00
浙江中通文博服务有限公司杭州分公司	浙江中通文博服务有限公司	-7664.80
宁波优肯供应链管理有限公司	闽侯县博飞信息科技有限公司	-1308.00
卡松科技股份有限公司	东北特殊钢集团股份有限公司	-1000.00
南京力方网络科技有限公司	腾翼信息技术股份有限公司	-307800.00
南京江宁君轩堂中医医院有限公司	南京迈特望科技股份有限公司	50000.00
宁波九飏信息科技有限公司	福建一滴水供应链管理有限公司	-92870.00
日邮汽车物流（中国）有限公司上海分公司	上海日邮汽车运输有限公司	-7208.00
沈阳恒峰商贸物流有限公司	申通快递有限公司	-5000.00
贵阳申运易通商贸有限公司	申通快递有限公司	5000.00
泰康资产管理有限责任公司	诺亚正行基金销售有限公司基金代销专户	199800.20
武汉传茂社化工有限公司	长江存储科技有限责任公司	183033.29
四川中天浩会计师事务所有限公司	广东南油对外服务有限公司	-4563.29
深圳市云充吧科技有限公司	深圳市云充吧科技有限公司	-14000.00
高德软件有限公司	深圳硕软技术有限公司	-847.50
友成融资租赁有限公司	闽侯县博飞信息科技有限公司	-22934.69
河南德茗投资有限公司	河南世纪联华超市有限公司	580500.00
顺丰控股集团财务有限公司	甘肃安兴商务服务有限公司	-65423.01
天津云鸟科技有限公司	驿路星辰（北京）科技有限公司	-500000.00
武汉福禄网络科技有限公司	江苏小旗欧飞科技有限公司	-5820.00
沈阳闯行睿聘科技有限公司	闽侯县博飞信息科技有限公司	-255537.02
深圳市泛亚人力资源股份有限公司	深圳海外装饰工程有限公司	325112.54
成都军通通信股份有限公司	成都军通通信股份有限公司	1630000.00
苏州聚申百味电子商务有限公司	申通快递有限公司	-19000.00
上海创蓝文化传播有限公司	酒圣科技股份有限公司	10000.00
北京鑫莱百世货物运输有限公司	申通快递有限公司	1.00
河南博信智诚企业管理咨询有限公司	北京圣商教育科技股份有限公司	300111.00
中智关爱通（上海）科技股份有限公司	博天环境集团股份有限公司	400.00
杭州申通西部快递有限公司	申通快递有限公司	90000.00
广州博冠信息科技有限公司	广东南油对外服务有限公司	-159000.00
浙江菜鸟供应链管理有限公司	申通快递有限公司	-35201.22
北京三川滔滔文化传播有限公司	福建一滴水供应链管理有限公司	-433733.23
江西利森林业技术服务有限公司	江西省送变电工程有限公司	18000.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	32415.42
富士施乐融资租赁（中国）有限公司	纳什凯旋科技（北京）有限公司	4737.32
深圳市赢时通汽车服务有限公司广州分公司	深圳市赢时通汽车服务有限公司	893.00
浙江聚合汇付信息科技有限公司	江苏小旗欧飞科技有限公司	-10000.00
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	-15000.00
酒圣科技股份有限公司重庆分公司	酒圣科技股份有限公司	110000.00
鲁证期货股份有限公司	鲁证期货股份有限公司	-55400000.00
汤臣倍健股份有限公司	广东南油对外服务有限公司	36949.92
北京神兴通物流有限公司	申通快递有限公司	100000.00
北京弘源兴物流有限公司	申通快递有限公司	2000.00
广东南油对外服务有限公司东莞分公司	广东南油对外服务有限公司	1000000.00
前锦网络信息技术（上海）有限公司	深圳市年富供应链有限公司	3314.10
四川乐彩科技有限公司	深圳硕软技术有限公司	-50000.00
浙江中通文博服务有限公司	浙江中通文博服务有限公司	-12000000.00
佛山市华鸿铜管有限公司	佛山市华鸿铜管有限公司	-10000000.00
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	350000.00
共鸣众泰（天津）国际融资租赁有限公司	北京众鸣在线科技有限公司	-15000.00
上海市对外服务浙江有限公司	广东南油对外服务有限公司	112318.66
纳什空间创业科技（北京）有限公司	纳什凯旋科技（北京）有限公司	-90000.00
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司重庆江北分公司	-1512.21
国泰基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	15376.93
