UNT_NAM	UNT_ADD	UNT_TEL	UNT_ID	UNT_ID_TYP	UNT_LVL	ADR_PRV	ADR_CTY	ADR_DST	PRD_TYP	DTA_SRC	CRE_DTE	BBK_NBR	ACT_IND	PRS_INF
香港誉利达国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	271	Y	洗钱
北京益方同庆商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
合肥波菲特新能源科技有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
北京光宇世纪科技有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
广州中科雅图信息技术有限公司	?	?	?	?	BLK	?	佛山	?	CMG	BLKS	2020/5/29	757	Y	3_对公红色预警
北京文达康泰商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
武汉康顺汽车服务有限公司	?	?	?	?	BLK	?	武汉	?	DF	BLKS	2020/5/29	127	Y	3_对公红色预警
辽宁靠谱不动产经纪有限公司吉林省分公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
BOFU CONSTRUCTION (HONGKONG) LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
香港淼鑫国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	215	Y	洗钱
邢台巨晖橡胶制品有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	222	Y	洗钱
长鸿航运有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	215	Y	洗钱
北京汇广欣瑞商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
上海风飒投资管理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
中鑫财富商业保理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
北京通达景顺科贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
北京泰祥达商贸有限责任公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
重庆康增商贸有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
北京湛艺天宇建筑装饰工程有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
香港晶莲大陆国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	224	Y	洗钱
福州久莱美化妆品贸易有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/7/17	591	Y	洗钱
盛世乐居（武汉）科技控股有限公司	?	?	?	?	BLK	?	武汉	?	CMG	BLKS	2020/5/29	127	Y	3_对公红色预警
深圳市名时港际进出口有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
北京华安正商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
河南省生产力促进中心	?	?	?	?	BLK	?	郑州	?	?	BLKM	2020/10/28		Y	工商非正常经营
冠群鹏程企业管理咨询服务（天津）有限公司	 	 	 	 	BLK	 	滨海	 	VIP	BLKS	2020/7/17	122	Y	洗钱
合肥掌振电子商务有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
Gazprombank	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
营口天元高分子树脂有限公司	 	 	 	 	BLK	 	营口	 	?	BLKS	2020/7/17	417	Y	洗钱
北京佰利春天商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
武汉酷牛量科技有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/7/17	127	Y	洗钱
恒诚金融信息服务（北京）有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
广州市爱漫倍嘉广告有限公司	?	?	?	?	BLK	广东	广州	?	CMG	BLKM	2020/3/23	120	QZ	养公积金
北京美雅艺众文化传播有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
中阜投融资产管理股份有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
重庆市顺科科技有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2020/3/23	123	QZ	养公积金
新余圣商天弘投资管理中心（有限合伙）	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
青岛宜信家族办公室有限公司	 	 	 	 	BLK	 	青岛	 	?	BLKS	2020/7/17	532	Y	洗钱
杭州鼎聚景远创业投资合伙企业（有限合伙）	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
北京途晟畅联科技有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
深圳市文汇报实业有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
西安六块网络科技有限公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/10/27	129	Y	洗钱
合肥润方雅图贸易有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
漳州三利达环保科技股份有限公司	?	?	?	?	BLK	?	漳州	?	DF	BLKS	2020/5/29	596	Y	3_对公红色预警
福州市晋安区王庄街道苏建忠洁具经营部	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
绍兴欧怡梵贸易有限公司	 	 	 	 	BLK	 	绍兴	 	?	BLKS	2020/7/17	575	Y	洗钱
北京伟创天汇商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
甘肃东升珠宝有限公司	 	 	 	 	BLK	 	兰州	 	?	BLKS	2020/7/17	931	Y	洗钱
圣维（天津）国际贸易有限公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/10/27	122	Y	洗钱
北京亚麟商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
深圳市壹念科技有限公司	?	?	?	?	BLK	广东	深圳	?	CMG	BLKM	2019/10/25	755	QZ	伪造公积金账户
重庆然然商贸有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
威达商贸有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
宜信普惠信息咨询（北京）有限公司绵阳第二分公司	 	 	 	 	BLK	 	绵阳	 	?	BLKS	2020/7/17	981	Y	洗钱
深圳市派辉贸易有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
金华昇顺商贸有限公司	 	 	 	 	BLK	 	金华	 	?	BLKS	2020/7/17	579	Y	洗钱
北京谷云轩科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
上海瞄佳人网络科技有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
江西隆恒中小企业服务有限公司	 	 	 	 	BLK	 	南昌	 	?	BLKS	2020/7/17	791	Y	洗钱
宜信博诚保险销售服务（北京）股份有限公司潍坊分公司	 	 	 	 	BLK	 	潍坊	 	?	BLKS	2020/7/17	536	Y	洗钱
重庆创益邦企业孵化器有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
长沙津和祥贸易有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/7/17	731	Y	洗钱
湖州小茂贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/7/17	572	Y	洗钱
北京飞光妙源科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
象山颂程网络科技有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
东莞市掌商信息科技有限公司	?	?	?	?	BLK	?	东莞	?	?	BLKM	2020/8/23		Y	失信被执行人
淮北萌普商贸有限公司	 	 	 	 	BLK	 	淮北	 	?	BLKS	2020/7/17	561	Y	洗钱
富特化工有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	222	Y	洗钱
明锐电器有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	257	Y	洗钱
北京创昆信息咨询有限公司重庆第一分公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
宜信普惠信息咨询（北京）有限公司金华万达分公司	 	 	 	 	BLK	 	金华	 	?	BLKS	2020/7/17	579	Y	洗钱
香港东安贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
中国精密机械进出口天津公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/7/17	122	Y	洗钱
宜昌群静发金属贸易有限公司	 	 	 	 	BLK	 	宜昌	 	?	BLKS	2020/7/17	717	Y	洗钱
辽宁靠谱实业集团有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
淮北市明尔商贸有限公司	 	 	 	 	BLK	 	淮北	 	?	BLKS	2020/7/17	561	Y	洗钱
北京金明天翔商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
杭州章新电子商务有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
天津祥云投资管理集团有限公司	 	 	 	 	BLK	 	滨海	 	?	BLKS	2020/7/17	122	Y	洗钱
信广征信有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
常州创客邦孵化管理有限公司	 	 	 	 	BLK	 	常州	 	?	BLKS	2020/7/17	519	Y	洗钱
广州市优诞科技有限公司	?	?	?	?	BLK	广东	广州	?	CMG	BLKM	2020/3/23	120	QZ	养公积金
青岛邦博网络科技有限公司	?	?	?	?	BLK	?	青岛	?	CMG	BLKM	2020/5/29	532	QZ	养公积金
北京辉跃灵动科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
百利乐实业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	276	Y	洗钱
北京沙时商贸有限责任公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
中经汇通电子商务有限公司	?	?	?	?	BLK	?	广州	?	DF	BLKS	2020/5/29	120	Y	3_对公红色预警
宜信普惠信息咨询（北京）有限公司上海秀浦路分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
宁夏欣凯裕网络科技有限公司	 	 	 	 	BLK	 	银川	 	?	BLKS	2020/10/27	951	Y	洗钱
翔森化工贸易（上海）有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
北京百巨华艺文化传播有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
北京复荣德馨商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
沈阳御道古今文化传媒有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
宜信普惠信息咨询（北京）有限公司天津分公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/7/17	122	Y	洗钱
宁波海曙争玛通讯器材商行	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
PAN-FLYING SHIPPING LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	225	Y	洗钱
浙江林伦家纺有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	275	Y	洗钱
恒达众富科技发展（北京）有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
天津市晓里商贸有限公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/10/27	122	Y	洗钱
山东蓝海股份有限公司	?	?	?	?	BLK	?	东营	?	DF	BLKS	2020/5/29	546	Y	3_对公红色预警
重庆小糸车灯有限公司	?	?	?	?	BLK	?	重庆	?	?	BLKM	2020/7/17	123	Y	工商非正常经营
忠亿国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	291	Y	洗钱
北京承诚成商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
杜佰工业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	274	Y	洗钱
东莞市汇恒五金制品有限公司	 	 	 	 	BLK	 	东莞	 	?	BLKS	2020/7/17	769	Y	洗钱
富兴国际实业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
POSCO	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
云付通支付科技（深圳）有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
鑫荣发展(中国)有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	279	Y	洗钱
溧阳市溧城久安建材经营部	 	 	 	 	BLK	 	常州	 	?	BLKS	2020/7/17	519	Y	洗钱
桐山船务有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	215	Y	洗钱
北京宏盛同福商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
泊志国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	222	Y	洗钱
北京百福旺兴商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
大连景盛园商贸有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
宜信普惠信息咨询（北京）有限公司潍坊分公司	 	 	 	 	BLK	 	潍坊	 	?	BLKS	2020/7/17	536	Y	洗钱
山东省建设监理咨询有限公司	?	?	?	?	BLK	?	济南	?	?	BLKM	2020/7/17	531	Y	失信被执行人
武汉三江进出口有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/7/17	127	Y	洗钱
昆山市玉山镇珩煜咏服装店	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
南京市溧水区赣马百货店	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/10/27	125	Y	洗钱
上海友而信市场信息咨询有限公司第一分公司	?	?	?	?	BLK	?	贵阳	?	?	BLKM	2020/7/17	851	Y	代发集中中断
格鲁克咨询（深圳）有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
北京尚元伟业建筑工程有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
瞭望中态（北京）文化发展有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
PEAKVIEW INDUSTRY CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	221	Y	洗钱
北京宏展东和商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
金昌发展有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	296	Y	洗钱
杭州丰橙科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
泰兴市陵清建设工程有限公司	 	 	 	 	BLK	 	泰州	 	?	BLKS	2020/10/27	523	Y	洗钱
宜信普惠信息咨询（北京）有限公司青岛开发区分公司	 	 	 	 	BLK	 	青岛	 	?	BLKS	2020/7/17	532	Y	洗钱
北京宏安信达科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
国胜资本控股有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/7/17	127	Y	洗钱
青岛和嘉美装饰科技有限公司	?	?	?	?	BLK	?	青岛	?	CMG	BLKM	2020/5/29	532	QZ	养公积金
盐城康雾人力资源有限公司	 	 	 	 	BLK	 	盐城	 	?	BLKS	2020/10/27	515	Y	洗钱
太仓市瑞力铭贸易有限公司	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/7/17	512	Y	洗钱
青岛源锦企业管理咨询服务有限公司	?	?	?	?	BLK	山东	青岛	?	CMG	BLKM	2020/4/29	532	QZ	养公积金
宁夏乐丛世家家居管理有限公司	?	?	?	?	BLK	?	银川	?	CMG	BLKS	2020/5/29	951	Y	4_对公违约25级
南京创林企业管理有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
北京盛广优高酒业有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
壹嘉有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	295	Y	洗钱
深圳恒昌隆达地产有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/7/17	657	Y	洗钱
合肥俊寥建筑工程有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
丹东天富贸易有限公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/7/17	415	Y	洗钱
广州达容广贸易有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
合肥龚巴贸易有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
三明市昌强贸易有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/7/17	598	Y	洗钱
江苏永鸿巴布洛生态农业有限公司南京玄武分公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
国太投资控股(集团)有限公司	?	?	?	?	BLK	?	上海	?	?	BLKM	2020/7/17	121	Y	工商非正常经营
DURO TOOLS CO., LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
北京辉达成业商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
河南晋安机械科技有限公司	 	 	 	 	BLK	 	郑州	 	?	BLKS	2020/7/17	371	Y	洗钱
上海言操实业有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
北京盛依祥安商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
香港丰洋贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	275	Y	洗钱
香港斯格宁集团有限公司广州代表处	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
福州广传奥申电子商务有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
北京辉盛昌顺商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
北京创恒广华商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
众星创业投资有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	291	Y	洗钱
沈阳晓伟商贸有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
重庆轩兆安防科技有限责任公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
博天环境集团股份有限公司	?	?	?	?	BLK	?	南昌	?	DF	BLKS	2020/5/29	791	Y	3_对公红色预警
深圳宝航建设集团股份有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	3_对公红色预警
北京兴凯宜鸿商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
鞍山越来越好婚庆服务有限公司	 	 	 	 	BLK	 	鞍山	 	?	BLKS	2020/7/17	412	Y	洗钱
天津亚奥合壹科技有限公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/7/17	122	Y	洗钱
福州里腾白贸易有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
宜信普惠信息咨询（北京）有限公司呼和浩特分公司	 	 	 	 	BLK	 	呼和浩特	 	?	BLKS	2020/7/17	471	Y	洗钱
爱投米科技发展（北京）有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
慈溪市安德宝五金有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
弘富盛（北京）建筑装饰工程设计有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
深圳市小天放贸易有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/7/17	657	Y	洗钱
宜信普惠信息咨询（北京）有限公司宜昌分公司	 	 	 	 	BLK	 	宜昌	 	?	BLKS	2020/7/17	717	Y	洗钱
河南世纪联华超市有限公司	?	?	?	?	BLK	?	郑州	?	?	BLKM	2020/10/28		Y	失信被执行人
TRAMONT INTERNATIONAL LTD.	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	210	Y	洗钱
江南国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	279	Y	洗钱
宜信普惠信息咨询（北京）有限公司红花岗区分公司	 	 	 	 	BLK	 	遵义	 	?	BLKS	2020/7/17	850	Y	洗钱
沈阳宇正商贸有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
北京向前翠凡商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
深圳市全锐实业有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/7/17	657	Y	洗钱
北京宝千贵商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
河北爱彩网络科技有限公司	 	 	 	 	BLK	 	廊坊	 	?	BLKS	2020/7/17	316	Y	洗钱
北京汇盛伟恒商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司上饶分公司	 	 	 	 	BLK	 	上饶	 	?	BLKS	2020/7/17	793	Y	洗钱
江西省土地开发整理中心	?	?	?	?	BLK	?	南昌	?	VIP	BLKS	2020/5/29	791	Y	1_对公管控黑名单_单位
ARTEX CO.,LTD.	 	 	 	 	BLK	 	青岛	 	?	BLKS	2020/7/17	532	Y	洗钱
宜信普惠信息咨询（北京）有限公司晋江分公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/7/17	595	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海静安分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
珠海盛世奇楠沉香有限公司	 	 	 	 	BLK	 	珠海	 	?	BLKS	2020/7/17	656	Y	洗钱
北京艺杨樵禹文化发展有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
合肥美思悦科技有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
丹东中泽贸易有限公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/7/17	415	Y	洗钱
北京富升隆裕商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
南京巨迈广告传媒有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
天池集团有限公司	 	 	 	 	BLK	 	长春	 	?	BLKS	2020/7/17	431	Y	洗钱
慈溪市更新轴阀有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
厦门迅淼贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
广州瑞北人力资源有限公司	?	?	?	?	BLK	广东	广州	?	CMG	BLKM	2020/3/23	120	QZ	养公积金
宜信卓越财富投资管理（北京）有限公司上海分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
福建诗雨轩贸易有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
CJL INDUSTRIAL CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
海南指哟装饰工程有限公司	 	 	 	 	BLK	 	海口	 	?	BLKS	2020/7/17	898	Y	洗钱
宜信普诚信用管理（北京）有限公司上海分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
南洋贸易(香港)集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	296	Y	洗钱
丹东市旺兴贸易有限公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/7/17	415	Y	洗钱
重庆银宝网络科技有限责任公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
深圳市闪云信息技术有限公司	 	 	 	 	BLK	 	深圳	 	VIP	BLKS	2020/7/17	755	Y	洗钱
领航奇迹(北京)管理咨询有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
人大人空间（北京）餐饮管理有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
北京丰和顺发商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
南昌香柏树实业有限公司	 	 	 	 	BLK	 	南昌	 	?	BLKS	2020/7/17	791	Y	洗钱
SUCCESS STAND LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	257	Y	洗钱
JINJIANG JIAXING GROUP CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	295	Y	洗钱
大连船舶重工集团海洋工程有限公司	?	?	?	?	BLK	?	大连	?	DF	BLKS	2020/5/29	411	Y	3_对公红色预警
深圳彼爱钻石有限公司	?	?	?	?	BLK	?	深圳	?	DF	BLKS	2020/5/29	755	Y	3_对公红色预警
莆田市聚合玛网络科技有限公司	 	 	 	 	BLK	 	莆田	 	?	BLKS	2020/7/17	594	Y	洗钱
广州市合生元生物制品有限公司	?	?	?	?	BLK	?	重庆	?	?	BLKM	2020/7/17	123	Y	工商非正常经营
泉州昶绍贸易有限公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/10/27	595	Y	洗钱
贵州西南大宗商品交易中心有限公司	 	 	 	 	BLK	 	贵阳	 	?	BLKS	2020/7/17	851	Y	洗钱
北京勇胜益佳商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
甘肃贤人居房产经纪有限公司	 	 	 	 	BLK	 	兰州	 	?	BLKS	2020/7/17	931	Y	洗钱
宜信普惠信息咨询（北京）有限公司杭州中河中路分公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
领航食尚（北京）餐饮管理有限公司北苑分公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司长春安华分公司	 	 	 	 	BLK	 	长春	 	?	BLKS	2020/7/17	431	Y	洗钱
杭州喆昱科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
利百船务有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
宜信博诚保险销售服务（北京）股份有限公司河南分公司	 	 	 	 	BLK	 	郑州	 	?	BLKS	2020/7/17	371	Y	洗钱
北京庆顺达商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
